chrom	w_start	w_end	symbol
chr3	142561088	143565913	SLC9A9-AS1
chr21	45405454	46411025	LINC02575
chr9	139442559	140448513	ENTPD2
chr3	42234155	43244290	HHATL
chr18	54519788	55536162	ST8SIA3
chr3	150511874	151534608	GPR87
chr4	69181712	70197741	UGT2B10
chr2	219692129	220697899	RESP18
chr5	88954156	90085888	LINC01339
chr17	6179534	7190965	FBXO39
chr6	169058187	170063084	LINC01615
chr5	35747015	36802004	RANBP3L
chr5	12074969	13305295	LINC01194
chr10	8439952	9456559	LINC02676
chr17	12702498	13710077	LINC02093
chr5	35451108	36501124	UGT3A1
chr17	41518172	42519844	PPY
chr13	46529338	47540911	LINC01198
chr16	2348471	3355305	PRSS41
chr12	49844520	50852661	AQP2
chr22	44139545	45208831	SHISAL1
chr19	45736697	46767799	MEIOSIN
chr10	103489946	104501269	PITX3
chr3	149483194	150541534	LINC01214
chr1	169643520	170710711	LINC01681
chr5	0	696449	LRRC14B
chr14	23154545	24242686	RNF212B
chr11	24018599	25604184	LUZP2
chr2	223416908	224420355	KCNE4
chr2	131013113	132025707	AMER3
chr22	50611251	51671640	SHANK3
chr3	152702284	153720486	LINC02877
chr17	63708151	64725533	APOH
chr16	981079	1984442	PERCC1
chr12	101369114	102380775	SPIC
chr12	4309583	5329268	GAU1
chr9	116322407	117340580	AMBP
chr10	3376142	4376920	LINC02639
chr12	118696559	119699484	LINC02423
chr5	179027795	180136211	RASGEF1C
chr6	29538047	30543546	RNF39
chr16	51970328	53081714	TOX3
chr3	124124289	125153595	MUC13
chr17	33810324	34813765	CCL14
chr10	1547667	2556542	LINC00700
chr9	130731204	131735291	ODF2-AS1
chr12	52731588	53742778	KRT78
chr8	143345756	144351246	SLURP2
chr19	29277916	30516657	VSTM2B-DT
chr10	78610630	79636371	KCNMA1-AS3
chr6	163231017	164245505	PACRG-AS1
chr6	12083000	13085636	LINC02530
chr10	88195297	89217372	MMRN2
chr5	82433624	83516674	HAPLN1
chr5	2245959	3251791	IRX2
chr4	55922686	56958412	PDCL2
chr9	20804325	21805312	IFNA5
chr1	151193998	152202281	RIIAD1
chr10	123530811	124597674	BTBD16
chr20	56291182	57303709	ANKRD60
chr10	100792699	101796281	NKX2-3
chr16	67547339	68549814	DPEP2NB
chr21	39846355	40849700	LINC01700
chr16	53817216	54820699	IRX3
chr10	44365613	45380545	CXCL12
chr2	104550805	105629215	LINC01102
chr4	100057686	101078985	C4orf54
chr1	42119081	43121491	GUCA2B
chr1	99230048	100275140	PLPPR4
chr13	35547926	36550826	MAB21L1
chr11	89367831	90426062	NAALAD2
chr15	79987823	81044555	CTXND1
chr5	120898890	121913954	LOX
chr20	29553274	30562930	DEFB124
chr20	2296948	3300930	TMEM239
chr3	49729043	50735129	GNAT1
chr19	51891278	52903717	ZNF649-AS1
chr6	84942214	85974316	TBX18
chr17	9924465	10952975	MYH2
chr2	210136556	211364020	UNC80
chr15	40143234	41148635	PHGR1
chr6	91838758	92900146	CASC6
chr16	1035887	2038945	PTX4
chr7	56685383	57707571	ZNF479
chr11	31348114	32350850	PAUPAR
chr11	2746260	3753647	MRGPRE
chr10	21281587	22286189	MIR1915HG
chr11	124289101	125305943	HEPACAM
chr19	18479354	19507791	CERS1
chr10	4906929	5916655	UCN3
chr6	155085147	156097682	CLDN20
chr3	148692484	149721181	TM4SF4
chr10	11391607	12436709	PROSER2-AS1
chr14	97598984	98652995	LINC02291
chr1	17934292	19204977	IGSF21
chr2	232844537	233852544	ECEL1
chr8	106292638	107572731	ZFPM2-AS1
chr6	132464451	133480321	TAAR1
chr15	26716328	28287130	GABRG3
chr12	51742007	52746513	FIGNL2-DT
chr4	37922283	39024801	LINC01258
chr7	138637436	139668419	KLRG2
chr3	86487123	87540299	VGLL3
chr12	42586018	43610921	LINC02450
chr12	9985459	10990891	LINC02617
chr14	21797692	22798223	TRAV11
chr14	94246797	95259605	SERPINA10
chr2	176537917	177553686	HAGLR
chr12	57517192	58526984	B4GALNT1
chr13	19247912	20255964	TUBA3C
chr16	86100435	87103334	FOXC2
chr1	53972971	54983859	LDLRAD1
chr2	231360836	232372755	SPATA3
chr18	33377676	34860183	FHOD3
chr1	11169588	12173412	LINC01647
chr7	10909992	12371824	THSD7A
chr3	19521453	20553756	PP2D1
chr7	141994049	142994098	TRBJ2-1
chr15	23099895	24113636	GOLGA8S
chr19	51005764	52012848	KLK9
chr14	22509190	23509249	TRAJ5
chr11	127896037	128900278	ETS1-AS1
chr7	37880301	38880772	TRGV6
chr5	35721157	36722003	NADK2-AS1
chr14	103153558	104155365	LINC00605
chr4	149575447	150699275	LINC02355
chr2	210982295	211984600	CPS1-IT1
chr13	109252903	110254306	MYO16-AS2
chr7	37884631	38885100	TRGV5P
chr8	94639390	95729506	CDH17
chr8	19633284	20647969	LZTS1-AS1
chr1	119090028	120105910	WARS2-IT1
chr20	42465683	43479878	R3HDML
chr17	71282961	72296934	LINC02092
chr3	2581345	3602829	CNTN4-AS1
chr2	395902	1401137	LINC01939
chr1	109792702	110806545	EPS8L3
chr17	7108520	8114690	EFNB3
chr12	53893945	54897121	HOXC9
chr6	54211569	55309897	FAM83B
chr14	21971450	22971912	TRAV18
chr6	25283143	26332280	SLC17A1
chr2	176499569	177501826	HOXD-AS2
chr12	42509305	43540300	LINC02402
chr19	49425676	50426698	PTH2
chr13	101863154	103554793	FGF14
chr14	19843301	20852091	OR4K2
chr16	55189900	56240104	SLC6A2
chr1	54964606	55982845	BSND
chr13	85437738	86618797	LINC00351
chr2	68740276	69976459	ANTXR1
chr12	41082122	42468547	PDZRN4
chr19	50979724	51987320	KLK7
chr10	117583960	118639541	CCDC172
chr8	72433485	73487819	TRPA1
chr4	65279999	66370218	LINC02232
chr10	6160678	7181743	LINC02648
chr3	110895113	111896280	PLCXD2-AS1
chr11	74928883	75943998	MOGAT2
chr14	21871257	22872778	TRAV8-5
chr14	73577649	74586592	ACOT6
chr12	131630463	132632666	LINC02414
chr9	139363864	140367336	LINC02692
chr14	22282922	23283351	TRAV40
chr20	43219855	44229768	KCNS1
chr2	176494433	177497423	HOXD8
chr5	114798172	115863303	LVRN
chr6	160137787	161179853	SLC22A2
chr7	141676329	142676790	TRBV7-4
chr12	1429731	2445919	LRTM2
chr5	130909482	131911863	CSF2
chr11	18576002	19582264	MRGPRX2
chr5	131648994	132652478	SOWAHA
chr2	46156329	47168972	LINC02583
chr10	85539736	86554415	LINC00858
chr7	37835364	38835834	TRGVB
chr1	164238353	165243878	PBX1-AS1
chr20	23356571	24360385	CST5
chr2	0	837054	LINC01865
chr9	118766562	119824572	ASTN2-AS1
chr11	55087106	56088047	OR5D18
chr1	236705484	238497288	RYR2
chr5	131509681	132518370	IL4
chr4	166105791	167183930	LINC01179
chr3	113346427	114418254	DRD3
chr7	37907187	38907656	TRGV1
chr14	22175430	23176025	TRAV34
chr18	53250587	54304767	LINC01539
chr13	79640862	80645581	LINC01068
chr2	130717028	131767280	POTEI
chr22	37236685	38323514	ELFN2
chr17	71863645	72868739	GPR142
chr17	33019539	34021412	SLC35G3
chr13	100616691	101633269	PCCA-AS1
chr4	183739253	184741429	CLDN22
chr12	53866910	54871427	HOXC11
chr1	200659952	201698080	IGFN1
chr6	51551173	52555436	IL17A
chr7	48464143	49467050	CDC14C
chr10	4807952	5813199	LINC02561
chr12	130147009	131150285	FZD10
chr4	9283258	10285633	DRD5
chr2	234080544	235181946	UGT1A9
chr19	9624159	10632955	RDH8
chr5	38056888	39171318	LIFR-AS1
chr2	119697419	120782059	SCTR
chr11	87737810	89299150	GRM5
chr13	53205881	54226035	LINC01065
chr6	169115880	170153941	THBS2
chr17	64460823	65529514	CACNG4
chr11	8441623	9454494	C11orf16
chr10	27461803	28534748	MKX
chr16	56172578	57173999	MT1A
chr14	21779674	22780149	TRAV9-1
chr13	74626980	75631257	LINC00347
chr16	55726529	56728437	GNAO1-AS1
chr17	28143351	29161075	TMIGD1
chr8	7178526	8181402	DEFB105A
chr10	43854859	44890881	LINC00840
chr11	129818540	130846540	ADAMTS15
chr14	36442493	37488761	SFTA3
chr20	42580624	43593984	LINC01620
chr3	183597842	184608527	CHRD
chr4	95179106	96579601	BMPR1B
chr9	14237150	15410993	FREM1
chr7	72226532	73242085	TRIM50
chr16	27298849	28575035	GSG1L
chr12	67823015	68863797	LINC01479
chr3	193420805	194467942	LINC02036
chr16	5151170	6166251	LINC01570
chr7	141690638	142691080	TRBV12-2
chr6	34965651	35980673	TULP1
chr1	155768415	156769098	VHLL
chr22	29283898	30338444	RFPL1
chr7	141849249	142849699	TRBV22-1
chr1	66763423	67766959	INSL5
chr7	141994803	142994850	TRBJ2-5
chr2	106918056	108003565	ST6GAL2
chr15	41773780	42842901	PLA2G4E
chr5	170712821	171718140	SMIM23
chr5	148253830	149283765	IL17B
chr14	80163869	81197400	DIO2
chr9	106866952	107867908	OR13C2
chr8	77023114	78095510	ZFHX4-AS1
chr17	80287310	81297898	ZNF750
chr6	33357288	34364684	LINC01016
chr18	71483074	72526424	C18orf63
chr14	37141231	38142999	SLC25A21-AS1
chr20	24551516	25562777	VSX1
chr4	53866244	54889441	LNX1-AS1
chr7	141706511	142706960	TRBV10-2
chr16	1439115	2440435	LINC02124
chr13	112126624	113262329	SOX1-OT
chr4	8672135	9678456	FAM90A26
chr6	29052898	30058277	OR2H2
chr1	108858523	109900866	AKNAD1
chr4	119556987	120608944	MYOZ2
chr4	133570449	134615855	PCDH10
chr11	14633970	15768754	INSC
chr4	73801938	74821891	AFP
chr19	22697877	23706499	LINC01859
chr7	142674966	143675889	TAS2R41
chr14	94547763	95559455	SERPINA5
chr6	21634831	22647422	NBAT1
chr7	19258938	20313240	TMEM196
chr1	115742642	116811335	CASQ2
chr16	88732791	89735555	LINC02138
chr6	461241	1601567	LINC01622
chr17	8150850	9161864	SPDYE4
chr4	20230229	22450395	KCNIP4
chr21	43519514	44535205	LINC01671
chr19	39193465	40194903	SYCN
chr17	11953285	13040504	LINC00670
chr13	35842789	37206076	DCLK1
chr4	119738405	120743293	FABP2
chr5	4534472	5570117	LINC01020
chr18	64683783	66066856	DSEL-AS1
chr13	37177396	38179801	CSNK1A1L
chr15	46976286	48566425	SEMA6D
chr10	7245279	8291483	ITIH2
chr13	75945174	76957949	LMO7DN
chr7	133733862	134764621	AKR1B15
chr7	114263653	115371409	LINC01392
chr11	123620423	124621287	OR8G1
chr13	23965238	24971641	C1QTNF9B
chr1	181523705	182530847	ZNF648
chr7	143463767	144466381	CTAGE8
chr1	151272740	152277895	LINGO4
chr3	133818765	134869864	KY
chr10	85504809	86519716	RGR
chr7	141498851	142499300	TRBV1
chr18	60709602	61736562	SERPINB12
chr2	89773704	90774235	IGKV3D-7
chr1	156309855	157328909	INSRR
chr21	46258505	47261905	LINC00316
chr6	73562786	74563999	DPPA5
chr11	4970553	5977748	OR51I2
chr6	96510450	97566502	FHL5
chr20	33608569	34617481	C20orf173
chr9	103730721	104743788	TMEM246-AS1
chr2	42169157	43221122	KCNG3
chr3	142036716	143107925	PCOLCE2
chr13	112047692	113055490	LINC00354
chr2	228847975	229976111	LINC01807
chr16	74738001	75741059	CTRB2
chr7	141994531	142994579	TRBJ2-3
chr10	51049553	52062509	MSMB
chr19	58407023	59408446	RNF225
chr9	2217510	3230037	KCNV2
chr14	66453089	67465271	CCDC196
chr14	106348680	107349142	IGHV3-36
chr4	137940072	138953648	PCDH18
chr19	56011092	57073176	NLRP5
chr12	10461693	11462767	TAS2R9
chr19	56785915	57852094	ZIM2
chr15	55331082	56381169	PYGO1
chr10	76354192	77368949	DUSP13
chr3	38238298	39357708	SCN10A
chr14	21636100	22642033	OR4E1
chr21	42659533	43687212	RIPK4
chr14	21622051	22635856	OR4E2
chr11	71044246	72048756	DEFB108B
chr18	67547376	68551827	LINC01910
chr15	73862198	74874891	GOLGA6A
chr6	39356566	40365156	DAAM2-AS1
chr18	54314318	55317641	BOD1L2
chr13	44096471	45104599	NRAD1
chr16	0	833010	ARHGDIG
chr15	34582431	35587750	ACTC1
chr12	48453665	49456739	OR5BS1P
chr8	105830666	107316767	ZFPM2
chr1	21803515	22815847	CELA3B
chr4	56896772	57969673	THEGL
chr2	26998301	28004367	DNAJC5G
chr20	21091425	22184223	LINC01726
chr4	168513688	169608887	ANXA10
chr4	68275113	69329211	TMPRSS11A
chr1	98855801	99970417	PLPPR5
chr13	111748356	112794426	LINC02337
chr19	50858171	51864020	KLK3
chr19	57662844	58690520	ZSCAN4
chr11	651580	1722364	MUC5AC
chr12	4843162	5852317	LINC02443
chr5	1377527	2387293	IRX4
chr19	46042440	47080887	IGFL4
chr10	47855069	48873866	ZNF488
chr6	149704315	150719249	RAET1E
chr16	15903736	16903823	MIR3180-2
chr6	9934562	10957014	MIR5689HG
chr13	102444670	103546869	FGF14-IT1
chr11	63303403	64386643	FLRT1
chr1	95027152	96033101	ALG14-AS1
chr12	126899773	128044942	LINC02405
chr16	23201631	24224543	ERN2
chr19	15488833	16508884	CYP4F2
chr11	26188567	27243607	SLC5A12
chr6	47166316	48189750	ADGRF4
chr7	142768894	143771480	CTAGE15
chr11	7532825	8538056	CASC23
chr11	12530863	13533666	RASSF10
chr16	72626248	73627673	HCCAT5
chr7	62984794	63990480	LINC01005
chr1	12407230	13408573	HNRNPCL1
chr16	49021435	50391830	ZNF423
chr7	38519495	39553167	POU6F2-AS2
chr14	22497487	23497546	TRAJ16
chr20	12345852	13433167	LINC01722
chr3	195063326	196087275	LINC01983
chr18	71602010	72624543	DIPK1C
chr3	133574187	134594259	AMOTL2
chr3	107974485	108976257	RETNLB
chr1	97953556	99015249	MIR137HG
chr12	67334778	68336339	LINC02420
chr14	22504502	23504562	TRAJ9
chr19	49038826	50040152	CGB1
chr14	97715601	98729168	LINC02312
chr11	104508441	105510496	CARD18
chr7	141172431	142173573	TAS2R38
chr14	22464896	23464949	TRAJ43
chr1	164870159	165914363	RXRG
chr5	145392707	146395753	GPR151
chr8	52946597	53977990	ALKAL1
chr10	130211097	131214535	LINC02667
chr22	37386400	38415422	CARD10
chr1	225624303	226628920	LEFTY2
chr6	48967636	49995791	GLYATL3
chr12	119272534	120478845	CCDC60
chr9	32283538	33289199	TMEM215
chr6	149839470	150846668	RAET1L
chr13	95730456	96796960	DZIP1
chr4	190302670	191306023	LINC01596
chr17	47627713	48633103	PICART1
chr12	57349090	58351808	INHBE
chr11	103939217	104980030	LINC02552
chr7	38517509	40008200	POU6F2
chr8	21504343	22514319	LGI3
chr2	47254676	48256303	MSH2-OT1
chr5	128740158	130022327	CHSY3
chr8	127912644	128914395	CCAT2
chr22	32272669	33273122	IGLCOR22-2
chr16	47392492	48442342	LINC02133
chr19	0	991624	ODF3L2
chr11	93537746	94541312	IZUMO1R
chr14	104189921	105254406	LINC02691
chr22	19955682	20961786	RIMBP3
chr7	142640546	143641502	TAS2R60
chr10	46492021	47507881	GPRIN2
chr1	76833165	78033231	ST6GALNAC5
chr11	5028530	6031187	UBQLN3
chr19	40997187	42024303	CYP2B6
chr11	56605826	57639869	P2RX3
chr13	21946935	22952299	LINC00424
chr13	33351691	34355471	STARD13-AS
chr15	41931232	42948834	PLA2G4F
chr16	74752886	75758822	CTRB1
chr1	119411408	120436753	HAO2
chr18	28622109	29636874	DSG2-AS1
chr9	124422187	125462362	MORN5
chr7	141773056	142773342	TRBV8-1
chr5	140029638	141032868	PCDHB6
chr4	48354024	49362220	OCIAD1-AS1
chr13	90212501	91271971	LINC00559
chr3	112622845	113652839	CFAP44-AS1
chr19	4269117	5272568	MIR7-3HG
chr11	0	700258	ODF3
chr5	81646683	82655655	LINC01338
chr6	16781592	17794102	RBM24
chr9	89123366	90157041	LINC02893
chr7	141716290	142716732	TRBV12-1
chr9	111124546	112126036	ACTL7A
chr14	97121194	98125073	LINC02304
chr7	98973685	99974656	OR2AE1
chr15	78385394	79413338	CHRNA3
chr7	156297548	157303357	MNX1
chr22	28954660	29969931	C22orf31
chr19	57165389	58178853	DUXA
chr2	162727917	164195277	KCNH7
chr5	65000951	66005274	LINC02065
chr8	23199442	24212319	STC1
chr7	40641202	41673099	LINC01449
chr15	64845675	65869005	RASL12
chr10	62922687	64026524	CABCOCO1
chr21	43266466	44271103	TFF2
chr16	30939052	31939681	COX6A2
chr1	7768732	8775270	LINC01714
chr11	59284654	60298568	OOSP4B
chr19	35847813	36858038	KIRREL2
chr11	19677701	20682021	DBX1
chr10	92888199	93892828	PPP1R3C
chr7	134416667	135443415	STRA8
chr3	193560497	194572057	CPN2
chr2	88246306	89252211	FOXI3
chr5	92418928	93430317	NR2F1
chr11	123672727	124683845	OR8D1
chr11	115867616	116871400	LINC02151
chr11	128982011	129987164	LINC01395
chr3	138237873	139239768	PRR23B
chr19	50828545	51836830	KLK15
chr17	79262026	80271884	GCGR
chr2	46119432	47121306	LINC01820
chr6	27378963	28380174	OR2B2
chr11	18249475	19314268	PTPN5
chr6	39846076	40847632	TDRG1
chr4	121456768	122493690	NDNF
chr14	21918334	22918877	TRAV15
chr3	30060360	31068685	LINC01985
chr15	96170589	97370590	NR2F2-AS1
chr1	22389982	23430088	EPHA8
chr8	42052509	43092550	CHRNB3
chr5	139980057	140983411	PCDHB3
chr7	141624137	142624565	TRBV6-8
chr1	10749412	11756038	ANGPTL7
chr13	45615429	46689874	ERICH6B
chr14	106434223	107434399	IGHVIII-44
chr3	88656771	90031284	EPHA3
chr9	113589509	114592504	OR2K2
chr15	44748885	45771427	TERB2
chr21	42631680	43635935	LINC00479
chr2	213160055	214183987	LINC01878
chr11	118519762	119533375	ABCG4
chr14	35503370	36506260	INSM2
chr21	19433583	20632130	MIR548XHG
chr5	9011445	10018198	SEMA5A-AS1
chr6	28553985	29555090	OR2B3
chr6	141895621	142968259	NMBR
chr14	106782790	107783226	IGHV7-81
chr22	32309832	33360433	BPIFC
chr5	176919236	177923243	PROP1
chr20	23680403	24705224	LINC01721
chr7	141451963	142457878	PRSS58
chr2	113263036	114265621	IL36A
chr7	94489184	95525687	PON3
chr15	100413144	101478119	CERS3-AS1
chr15	72447038	73461940	GOLGA6B
chr4	70206930	71225863	SULT1E1
chr2	78847614	79850535	REG1A
chr11	27139173	28156174	LINC00678
chr14	106121892	107122345	IGHV3-16
chr2	87867344	88912903	SMYD1
chr7	141532039	142532527	TRBV7-1
chr6	42765998	43773276	SLC22A7
chr17	38958078	39959103	KRTAP29-1
chr1	190094020	191270788	LINC01720
chr8	12924378	13925797	C8orf48
chr3	55042339	57002495	ERC2
chr14	22158052	23158608	TRAV33
chr4	69954135	71018965	UGT2A1
chr2	102736012	103827814	SLC9A2
chr10	117921722	118929793	C10orf82
chr14	106345321	107345774	IGHV3-35
chr8	26817273	27836778	CHRNA2
chr17	38310917	39321429	KRT222
chr1	171889825	172937969	C1orf105
chr19	44781126	45803909	CBLC
chr9	71411597	72421972	BANCR
chr14	93684644	94754831	PRIMA1
chr2	176542894	177543737	HAGLROS
chr1	181876756	182883948	LINC00272
chr8	29996097	31003581	SMIM18
chr4	173947242	174951380	HAND2
chr17	46105888	47108373	HOXB1
chr6	2122147	3134837	LINC01600
chr1	15302599	16317890	CELA2B
chr15	99011458	100051021	PGPEP1L
chr6	111875307	112890889	CCN6
chr22	16942826	17989112	GAB4
chr21	40484867	41545064	B3GALT5
chr11	114049249	115077791	NXPE2
chr11	55555938	56559730	OR8H1
chr13	44714505	45775152	LINC00407
chr9	17974151	19410948	ADAMTSL1
chr21	31910478	32910795	KRTAP19-8
chr20	1776647	2821725	TGM3
chr12	7809611	8832642	ZNF705A
chr16	64477656	65655966	CDH11
chr11	55360784	56361716	OR8I2
chr5	33023640	34392095	ADAMTS12
chr3	164404508	165414897	SLITRK3
chr6	37949372	38950303	BTBD9-AS1
chr16	66378317	67388050	CA7
chr7	33886124	35373943	NPSR1-AS1
chr10	30512148	31512669	LINC02644
chr7	101691673	102703985	SPDYE2
chr2	154228435	155810689	GALNT13
chr1	203610536	204612137	ERLNC1
chr15	58227100	59290934	LIPC-AS1
chr19	12541336	13544110	FARSA-AS1
chr19	51058883	52068349	KLK13
chr14	22472735	23472797	TRAJ37
chr5	140368648	141392542	PCDHGC5
chr2	131467109	132522851	POTEE
chr5	9141427	10403936	LINC02112
chr10	80815608	81820163	SFTPA2
chr5	141739169	142748475	ARHGAP26-AS1
chr8	66588611	67590699	CRH
chr6	51601479	52609298	IL17F
chr5	136950864	137975117	NME5
chr5	134727935	135731530	IL9
chr17	38354243	39360004	KRT24
chr20	60538553	61551051	GATA5
chr6	50181239	51240746	TFAP2D
chr1	67667158	68799150	GNG12
chr19	18822767	19863042	NCAN
chr7	134914340	135933561	FAM180A
chr20	42023358	43024108	LINC01728
chr11	65308236	66316632	GAL3ST3
chr10	50442687	51470425	OGDHL
chr7	18652670	19657259	TWIST1
chr4	147127769	148367016	TTC29
chr15	78132695	79140567	CRABP1
chr19	39767093	40776931	LEUTX
chr12	48461467	49465628	LALBA
chr13	45755334	46775319	LINC01055
chr5	144738084	145752577	GRXCR2
chr11	66898774	67907234	TBX10
chr17	42537061	43545671	C1QL1
chr20	29907159	30922487	MYLK2
chr9	3398646	4401248	GLIS3-AS1
chr22	49957004	50996656	TTLL8
chr9	92872114	93905106	DIRAS2
chr2	235914395	236916210	AGAP1-IT1
chr2	130849738	131857148	CFC1
chr12	64777554	65871302	LINC02389
chr4	123040138	124110311	IL21-AS1
chr7	103469051	105049008	LHFPL3
chr12	2568563	3649842	TEAD4
chr2	124282864	126178796	CNTNAP5
chr10	81467466	82479413	LINC00857
chr1	196288861	197301319	CFHR1
chr2	207016345	208083120	DYTN
chr8	74646935	75733775	JPH1
chr13	73638381	74662016	LINC00392
chr13	67446519	68454126	LINC00364
chr5	39020533	40024810	LINC02104
chr3	190070526	191080483	GMNC
chr4	97788077	98911315	STPG2-AS1
chr16	806070	1809009	TPSD1
chr14	94578728	95590390	SERPINA3
chr19	39234095	40235890	IFNL3
chr20	23465690	24469416	GGTLC1
chr7	141643652	142644084	TRBV6-7
chr10	21129162	22161879	LINC02643
chr4	88029681	89038025	DSPP
chr9	106798030	107799137	OR13C3
chr10	17790715	18799491	SLC39A12-AS1
chr1	162538661	163546592	RGS4
chr9	341697	1469090	DMRT1
chr2	150909046	151928735	LINC01920
chr14	81408331	82416501	LINC02308
chr19	251112	1264318	MISP
chr13	27199670	28243272	USP12-AS1
chr1	110193116	111244824	SLC6A17
chr5	159114388	160165729	FABP6
chr11	75993324	77009188	TSKU
chr8	11034444	12117511	GATA4
chr10	4198348	5204611	LINC00705
chr7	154793824	155839254	CNPY1
chr1	147701752	148702511	PPIAL4D
chr4	80248625	81284401	PCAT4
chr7	20321899	21326505	SP8
chr11	111283458	112284817	HSPB2
chr1	156390424	157402886	LRRC71
chr1	74543114	75591782	ERICH3-AS1
chr13	98328039	99329523	RNF113B
chr3	183270835	184278461	HTR3C
chr16	85820037	86826995	LINC02135
chr17	46206060	47212294	HOXB-AS4
chr11	5297395	6304585	OR52N5
chr7	45399593	46412681	CCDC201
chr3	127681280	128685733	DNAJB8
chr14	22458476	23458531	TRAJ49
chr11	18703577	19723530	CSRP3
chr20	31167449	32199557	BPIFB4
chr13	112351647	113355314	LINC01070
chr2	88731169	89731896	IGKV2-4
chr3	46098888	47101178	LRRC2-AS1
chr3	146139710	147143005	LINC02010
chr3	49395422	50407339	CAMKV
chr18	10988569	12006982	LINC01255
chr3	112021325	113039063	CD200R1L-AS1
chr19	58411570	59412046	LINC02560
chr13	52917024	53922775	PCDH8
chr12	53878930	54884063	HOXC10
chr6	43738187	44747181	TMEM151B
chr2	176522035	177537826	HOXD3
chr1	33272367	34286699	A3GALT2
chr4	69845883	70891732	UGT2B4
chr2	172450235	173454402	DLX1
chr1	15870277	16883821	CLCNKB
chr12	13023605	14029679	LINC01559
chr18	70492176	71517124	LINC02582
chr6	152201665	153202848	SYNE1-AS1
chr7	98802659	99832819	CYP3A7
chr3	12419021	13426710	LINC02022
chr18	44232540	45278031	SKOR2
chr10	43624265	44670147	ZNF32-AS3
chr8	30189060	31270524	TEX15
chr7	121013215	122202090	PTPRZ1
chr3	45024187	46051037	LARS2-AS1
chr22	44777042	45905886	PHF21B
chr1	144913278	145917543	HJV
chr8	67376338	68440789	PPP1R42
chr7	118759484	120047429	LINC02476
chr4	189197811	190206665	LINC02508
chr10	127613566	128859262	C10orf90
chr11	61686505	62690667	SCGB1A1
chr6	54692267	55767291	GFRAL
chr17	58141907	59163981	LINC01999
chr14	106366407	107366856	IGHV3-38
chr10	106933368	108080091	LINC02627
chr3	185830849	186839107	AHSG
chr20	43435480	44446464	RBPJL
chr17	38823483	39824473	KRTAP4-3
chr4	157641272	158787227	GRIA2
chr10	101722766	102743501	WNT8B
chr20	29528435	30538060	DEFB123
chr17	38690136	39691126	KRTAP1-3
chr1	185912698	186930246	PDC
chr7	42201325	43246046	LINC01448
chr8	73723141	74768696	RDH10-AS1
chr2	216622588	217737206	MARCHF4
chr17	76519016	77545870	C1QTNF1
chr2	159014849	160091514	PKP4-AS1
chr1	151626071	152631704	RPTN
chr2	13868998	15041082	LINC00276
chr12	68142022	69147384	IL22
chr1	172969599	174072211	SLC9C2
chr1	15566546	16576385	SLC25A34-AS1
chr1	86389854	87422236	CLCA2
chr21	45919122	46924642	PICSAR
chr11	113941313	114966508	NXPE4
chr14	93963616	94978041	CCDC197
chr1	46412345	47415376	LINC01398
chr22	32250872	33257148	RFPL3
chr11	60776221	61778490	LRRC10B
chr3	54166151	55173884	ESRG
chr12	85768073	86776770	NTS
chr7	122754215	123765011	ASB15-AS1
chr10	92171853	93180844	ANKRD1
chr14	22450686	23450742	TRAJ55
chr3	164196686	165296284	SI
chr17	35232927	36249662	C17orf78
chr19	3433067	4442414	NMRK2
chr5	37924957	38927478	EGFLAM-AS1
chr17	26300662	27324799	SLC13A2
chr20	31305116	32315612	BPIFA3
chr15	64869084	65872286	KBTBD13
chr12	10960011	11963370	PRB4
chr14	22481834	23481890	TRAJ30
chr9	69675707	70678815	FOXD4L5
chr1	158674665	159676290	ACKR1
chr1	151556617	152561540	TCHHL1
chr8	11489926	12491608	USP17L7
chr1	59956066	61039442	C1orf87
chr12	129056271	130888570	TMEM132D
chr13	114081601	115086459	LINC00454
chr3	154703592	155704910	PLCH1-AS2
chr6	125495499	126541364	LINC02523
chr1	19640522	20641776	RNF186
chr8	29078775	30105625	LINC00589
chr13	30493576	31496381	LINC01058
chr5	136919722	137928054	WNT8A
chr17	72466784	73471823	HID1-AS1
chr1	158867255	159910757	OR10J1
chr1	161842993	162846644	SPATA46
chr15	63182429	64229735	LINC02568
chr14	22451993	23452058	TRAJ53
chr1	143863462	144864221	PPIAL4A
chr10	22981241	23983174	PTF1A
chr2	242216237	243243702	GAL3ST2
chr1	17031623	18072502	PADI1
chr10	10613504	11647451	CELF2-AS2
chr7	141657378	142657849	TRBV7-5
chr17	55744343	56748477	OR4D2
chr12	9534088	10548432	KLRF2
chr3	132465292	133475965	TMEM108-AS1
chr3	42244033	43248257	HHATL-AS1
chr4	103846199	104860885	LINC02428
chr14	19943750	20944724	OR4K15
chr2	174699682	175703228	SP9
chr7	89446121	90450618	FAM237B
chr21	14482098	15518144	POTED
chr4	122800166	123850939	ADAD1
chr2	176442200	177448690	EVX2
chr1	64169306	65233051	UBE2U
chr13	24405588	25411259	LINC00566
chr2	129499746	130531464	LINC01854
chr19	44702421	45713990	CEACAM16
chr19	10850295	11852619	ANGPTL8
chr13	87596242	88823218	MIR4500HG
chr14	22447861	23447923	TRAJ57
chr13	103196348	104218767	SLC10A2
chr14	20551051	21558416	RNASE11
chr21	28988413	30100986	LINC01695
chr5	160774197	161826977	GABRA1
chr12	103481051	104660497	STAB2
chr6	16893826	18058011	CAP2
